 6.463828 , 0
 6.463828 , 0
 0.1900444 , 0
 0.1359203 , 0
 0.2578939 , 0
 0.3941231 , 0
 0.5041554 , 0
 0.6095616 , 0
 0.6956694 , 0
 0.742955 , 0
 0.7264931 , 0
 0.6641046 , 0
 0.5592179 , 0
 0.4141484 , 0
 0.2386929 , 0
 0.1354707 , 0
 0.3441 , 0
 0.483877 , 0
 0.5428065 , 0
 0.5734604 , 0
 0.5707429 , 0
 0.5655631 , 0
 0.5571881 , 0
 0.5393603 , 0
 0.5215244 , 0
 0.5117686 , 0
 0.5099231 , 0
 0.5127289 , 0
 0.5335976 , 0
 0.5544185 , 0
 0.5502686 , 0
 0.552888 , 0
 0.4996408 , 0
 0.4813477 , 0
 0.4516774 , 0
 0.4235531 , 0
 0.3520913 , 0
 0.2941371 , 0
 0.2307436 , 0
 0.1968522 , 0
 0.236538 , 0
 0.3445148 , 0
 0.3793351 , 1
 0.2978413 , 1
 0.4173629 , 1
 0.3286806 , 1
 0.2421715 , 1
 0.2000633 , 1
 0.1783222 , 1
 0.2369872 , 1
 0.2436113 , 1
 0.2768177 , 1
 0.3084281 , 1
 0.3021822 , 1
 0.2794286 , 1
 0.2432528 , 1
 0.1679327 , 1
 0.09334776 , 1
 0.04679742 , 1
 0.1190659 , 1
 0.1724867 , 1
 0.2160467 , 1
 0.252838 , 1
 0.2806503 , 1
 0.3118277 , 1
 0.3312178 , 1
 0.3344474 , 1
 0.4008868 , 1
 0.3971926 , 1
 0.3547195 , 1
 0.2701813 , 1
 0.2334899 , 1
 0.2114626 , 1
 0.2161335 , 1
 0.2105383 , 1
 0.2028605 , 1
 0.2013825 , 1
 0.1921363 , 1
 0.2041806 , 1
 0.2067727 , 1
 0.2178637 , 1
 0.2272401 , 1
 0.2152011 , 1
 0.264777 , 1
 0.3708746 , 1
 0.4296688 , 1
 0.4656025 , 1
 0.4920963 , 1
 0.5117227 , 1
 0.491082 , 1
 0.4320903 , 1
 0.3283588 , 1
 0.2580312 , 1
 0.2173574 , 1
 0.2101134 , 1
 0.2926879 , 1
 0.3829651 , 1
 0.4399016 , 1
 0.5070894 , 1
 0.5512259 , 1
 0.5717946 , 1
 0.5970373 , 1
 0.5794054 , 1
 0.5579519 , 1
 0.5050359 , 1
 0.4720664 , 1
 0.4322393 , 1
 0.3966137 , 1
 0.3776195 , 1
 0.336671 , 1
 0.3275984 , 1
 0.2977181 , 1
 0.2568091 , 1
 0.2510891 , 1
 0.2439025 , 1
 0.2279433 , 1
 0.1944661 , 1
 0.2048956 , 1
 0.1886642 , 1
 0.2234016 , 1
 0.3219654 , 1
 0.4274141 , 1
 0.4518325 , 1
 0.3031961 , 2
 0.5485827 , 2
 0.7001002 , 2
 0.7119622 , 2
 0.7340865 , 2
 0.7224531 , 2
 0.7221045 , 2
 0.7350473 , 2
 0.6925408 , 2
 0.6631234 , 2
 0.6718081 , 2
 0.6594885 , 2
 0.6032721 , 2
 0.561786 , 2
 0.5530766 , 2
 0.5614936 , 2
 0.551544 , 2
 0.5547678 , 2
 0.5166946 , 2
 0.4653534 , 2
 0.3734467 , 2
 0.2740452 , 2
 0.1425834 , 2
 0.09929091 , 2
 0.1892038 , 2
 0.2185382 , 2
 0.2237234 , 2
 0.2646418 , 2
 0.2896484 , 2
 0.2968343 , 2
 0.3121308 , 2
 0.3150898 , 2
 0.3189099 , 2
 0.3195609 , 2
 0.3022088 , 2
 0.2919964 , 2
 0.2782668 , 2
 0.2739741 , 2
 0.2653856 , 2
 0.2625083 , 2
