2.500133, -2.680742 , 9.373279 , 0
2.40345, -2.75855 , 9.377849 , 0
2.356883, -2.787895 , 9.381147 , 0
2.279884, -2.836567 , 9.385303 , 0
2.231572, -2.847576 , 9.394182 , 0
2.176791, -2.806029 , 9.420778 , 0
2.138855, -2.719431 , 9.451942 , 0
2.106417, -2.636228 , 9.480202 , 0
2.065909, -2.524813 , 9.518829 , 0
2.02028, -2.365887 , 9.569756 , 0
1.969647, -2.180642 , 9.621227 , 0
1.932123, -1.955066 , 9.676179 , 0
1.910674, -1.696393 , 9.728665 , 0
1.886061, -1.443763 , 9.771831 , 0
1.854401, -1.197357 , 9.813496 , 0
1.828532, -0.9596608 , 9.845279 , 0
1.809606, -0.7269834 , 9.86693 , 0
1.797747, -0.4703596 , 9.885161 , 0
1.782674, -0.30687 , 9.896061 , 0
1.76225, -0.2048275 , 9.900658 , 0
1.768337, -0.06610662 , 9.898615 , 0
1.79606, -0.02056362 , 9.889898 , 0
1.848838, -0.2593516 , 9.856009 , 0
1.869452, -0.7747236 , 9.80773 , 0
1.849792, -1.197809 , 9.771095 , 0
1.859972, -1.50226 , 9.734712 , 0
1.900528, -1.77012 , 9.68819 , 0
1.963507, -2.000173 , 9.636662 , 0
1.970138, -2.17183 , 9.604381 , 0
1.992889, -2.298034 , 9.577213 , 0
2.026903, -2.497631 , 9.528193 , 0
2.032962, -2.54225 , 9.516253 , 0
2.037521, -2.668419 , 9.481882 , 0
2.033995, -2.778862 , 9.454634 , 0
2.01808, -2.885872 , 9.429182 , 0
2.006447, -2.994066 , 9.400335 , 0
1.985369, -3.037377 , 9.394575 , 0
1.955731, -3.00276 , 9.416241 , 0
1.908009, -2.746106 , 9.507774 , 0
1.888842, -2.39711 , 9.606461 , 0
1.886836, -2.073088 , 9.679411 , 0
1.882414, -1.802292 , 9.735356 , 0
1.87451, -1.591606 , 9.772774 , 0
1.863064, -1.41523 , 9.803391 , 0
1.850389, -1.270065 , 9.82798 , 0
1.840325, -1.144295 , 9.848324 , 0
1.848892, -0.994092 , 9.865751 , 0
1.861045, -0.8446356 , 9.881187 , 0
1.879771, -0.6781824 , 9.891752 , 0
1.883696, -0.5071577 , 9.904085 , 0
1.88241, -0.312691 , 9.913168 , 0
1.899646, -0.1318319 , 9.911039 , 0
1.922786, 0.04897535 , 9.902938 , 0
1.938608, 0.1771701 , 9.893648 , 0
1.951052, 0.3359789 , 9.883091 , 0
1.947064, 0.4881427 , 9.876682 , 0
1.945071, 0.672203 , 9.867795 , 0
1.95575, 0.8257943 , 9.85426 , 0
1.969109, 0.9685549 , 9.837542 , 0
1.975295, 1.131126 , 9.818417 , 0
1.985775, 1.295627 , 9.797348 , 0
2.001728, 1.446276 , 9.773582 , 0
2.026916, 1.641597 , 9.737354 , 0
2.056369, 1.820988 , 9.697708 , 0
2.097806, 1.990477 , 9.652903 , 0
2.139669, 2.18603 , 9.599245 , 0
2.167391, 2.409105 , 9.543146 , 0
