0, True, 0.3688965, 0.06433105 , 5.416384 , 0
1, True, 0.4233093, 0.06588745 , 5.415849 , 0
2, True, 0.7166443, 0.04928589 , 5.400934 , 0
3, True, 0.5516663, 0.0008239746 , 5.421767 , 0
4, True, 0.3492737, 0.0009765625 , 5.424059 , 0
5, True, 0.1897583, -0.009429932 , 5.426353 , 0
6, True, 0.01928711, 0.007263184 , 5.418116 , 0
7, True, -0.145874, 0.01229858 , 5.411678 , 0
8, True, -0.2862244, 0.01596069 , 5.403915 , 0
9, True, -0.4150085, 0.0168457 , 5.391667 , 0
10, True, -0.5390015, -0.002410889 , 5.380984 , 0
11, True, -0.6560669, -0.01620483 , 5.372873 , 0
12, True, -0.8314209, -0.01086426 , 5.344758 , 0
13, True, -0.9864197, 0.009643555 , 5.309659 , 0
14, True, -1.136719, 0.02978516 , 5.269877 , 0
15, True, -1.284576, 0.03088379 , 5.225382 , 0
16, True, -1.443481, 0.02218628 , 5.177704 , 0
17, True, -1.585327, 0.02380371 , 5.12945 , 0
18, True, -1.736542, 0.0027771 , 5.077132 , 0
19, True, -1.882294, -0.01800537 , 5.021845 , 0
20, True, -2.064209, -0.02478027 , 4.950349 , 0
21, True, -2.210999, -0.02325439 , 4.88403 , 0
22, True, -2.376862, -0.03393555 , 4.802844 , 0
23, True, -2.576996, -0.02206421 , 4.700214 , 0
24, True, -2.735291, -0.0007629395 , 4.606505 , 0
25, True, -2.796082, -0.008666992 , 4.564256 , 0
26, True, -2.908936, -0.01483154 , 4.482212 , 0
27, True, -3.027863, -0.02172852 , 4.398081 , 0
28, True, -3.158508, -0.02182007 , 4.306577 , 0
29, True, -3.318481, -0.03421021 , 4.190045 , 0
30, True, -3.446442, -0.01824951 , 4.091373 , 0
31, True, -3.597687, 0.0005493164 , 3.950264 , 0
32, True, -3.741058, 0.0171814 , 3.814656 , 0
33, True, -3.914032, 0.02694702 , 3.633727 , 0
34, True, -4.053772, 0.02709961 , 3.469947 , 0
35, True, -4.168549, 0.03494263 , 3.32362 , 0
36, True, -4.305725, 0.02267456 , 3.134711 , 0
37, True, -4.413605, 0.000579834 , 2.960572 , 0
38, True, -4.535278, 0.02865601 , 2.743416 , 0
39, True, -4.67691, 0.02441406 , 2.483267 , 0
40, True, -4.772125, 0.06878662 , 2.281992 , 0
39, False, -4.864807, 0.06829834 , 2.058414 , 1
38, False, -4.911865, 0.07330322 , 1.931429 , 1
37, False, -4.834167, 0.02853394 , 2.126687 , 1
36, False, -4.674957, -0.003509521 , 2.444324 , 1
35, False, -4.487823, -0.04458618 , 2.757899 , 1
34, False, -4.309326, -0.05880737 , 3.017997 , 1
33, False, -4.102051, -0.04074097 , 3.278036 , 1
32, False, -3.970795, -0.02774048 , 3.428089 , 1
31, False, -3.82959, -0.003936768 , 3.58008 , 1
30, False, -3.716858, 0.02334595 , 3.683716 , 1
29, False, -3.615631, 0.03161621 , 3.771418 , 1
28, False, -3.460663, 0.02246094 , 3.900188 , 1
27, False, -3.287506, 0.01516724 , 4.041646 , 1
26, False, -3.110291, 0.01568604 , 4.171762 , 1
25, False, -2.948059, 0.02288818 , 4.2802 , 1
24, False, -2.825165, 0.03088379 , 4.361763 , 1
23, False, -2.678711, 0.01116943 , 4.455812 , 1
22, False, -2.534912, -0.001953125 , 4.540852 , 1
21, False, -2.380188, 0.003204346 , 4.619947 , 1
20, False, -2.226044, -0.009185791 , 4.699618 , 1
19, False, -2.154938, -0.00592041 , 4.736964 , 1
18, False, -1.989471, -0.01617432 , 4.816337 , 1
17, False, -1.832794, -0.03884888 , 4.88485 , 1
16, False, -1.720367, -0.04568481 , 4.932231 , 1
15, False, -1.586823, -0.02590942 , 4.988315 , 1
14, False, -1.40155, -0.02285767 , 5.044924 , 1
13, False, -1.260223, -0.02337646 , 5.084921 , 1
12, False, -1.139954, -0.01580811 , 5.112727 , 1
11, False, -1.014984, -0.02371216 , 5.134813 , 1
10, False, -0.8700867, -0.03115845 , 5.163566 , 1
9, False, -0.7393799, -0.04049683 , 5.184858 , 1
8, False, -0.5751648, -0.06173706 , 5.21647 , 1
7, False, -0.4178162, -0.03701782 , 5.240567 , 1
6, False, -0.2707214, -0.01992798 , 5.250318 , 1
5, False, -0.1403503, -0.02682495 , 5.255171 , 1
4, False, 0.01199341, -0.02813721 , 5.25583 , 1
3, False, 0.1795654, -0.05084229 , 5.259257 , 1
2, False, 0.3307495, -0.06155396 , 5.26141 , 1
1, False, 0.463501, -0.04571533 , 5.261054 , 1
0, False, 0.6036072, -0.03720093 , 5.249111 , 1
1, True, 0.7074585, -0.01696777 , 5.23428 , 1
2, True, 0.8467102, -0.02096558 , 5.21622 , 1
3, True, 0.6591797, -0.04748535 , 5.224837 , 1
4, True, 0.3710022, -0.0513916 , 5.243552 , 1
5, True, 0.06399536, -0.06619263 , 5.244501 , 1
6, True, -0.229248, -0.08590698 , 5.233034 , 1
7, True, -0.3189087, -0.07095337 , 5.22868 , 1
8, True, -0.4245605, -0.04473877 , 5.222005 , 1
9, True, -0.5567322, -0.04354858 , 5.204493 , 1
10, True, -0.6517639, -0.04006958 , 5.190693 , 1
11, True, -0.7612915, -0.03790283 , 5.173071 , 1
12, True, -0.8999634, -0.02832031 , 5.148379 , 1
13, True, -1.072113, -0.04165649 , 5.110223 , 1
14, True, -1.222382, -0.0375061 , 5.072903 , 1
15, True, -1.326691, -0.05764771 , 5.04855 , 1
16, True, -1.467682, -0.06530762 , 5.01003 , 1
17, True, -1.588654, -0.05557251 , 4.974803 , 1
18, True, -1.705597, -0.04220581 , 4.933371 , 1
19, True, -1.827759, -0.03918457 , 4.882627 , 1
20, True, -1.977539, -0.02633667 , 4.81605 , 1
21, True, -2.175873, -0.0267334 , 4.728808 , 1
22, True, -2.359619, -0.03659058 , 4.646502 , 1
23, True, -2.494995, -0.034729 , 4.57606 , 1
24, True, -2.668152, -0.03414917 , 4.479521 , 1
25, True, -2.78418, -0.03088379 , 4.410715 , 1
26, True, -2.833527, -0.03274536 , 4.37835 , 1
27, True, -2.956787, -0.03555298 , 4.300332 , 1
28, True, -3.112488, -0.02416992 , 4.195469 , 1
29, True, -3.261475, -0.01879883 , 4.084541 , 1
30, True, -3.420532, -0.003845215 , 3.960266 , 1
31, True, -3.585022, 0.01864624 , 3.811869 , 1
32, True, -3.750183, 0.02404785 , 3.656953 , 1
33, True, -3.898438, 0.04327393 , 3.504898 , 1
34, True, -3.97818, 0.04382324 , 3.417551 , 1
35, True, -4.103912, 0.03579712 , 3.275916 , 1
36, True, -4.242004, 0.04034424 , 3.108463 , 1
37, True, -4.405304, 0.0645752 , 2.883347 , 1
38, True, -4.591766, 0.05911255 , 2.59635 , 1
39, True, -4.678833, 0.05432129 , 2.452387 , 1
40, True, -4.821655, 0.1138611 , 2.179044 , 1
39, False, -4.936829, 0.0491333 , 1.929988 , 2
