 0, True, 0 , 0
 1, True, 0.2896117 , 0
 2, True, 0.1380842 , 0
 3, True, 0.1121054 , 0
 4, True, 0.07306509 , 0
 5, True, 0.06507526 , 0
 6, True, 0.0652255 , 0
 7, True, 0.05974721 , 0
 8, True, 0.06085404 , 0
 9, True, 0.06200184 , 0
 10, True, 0.07244907 , 0
 11, True, 0.09910544 , 0
 12, True, 0.07786608 , 0
 13, True, 0.0816681 , 0
 14, True, 0.08604631 , 0
 15, True, 0.0906489 , 0
 16, True, 0.08699023 , 0
 17, True, 0.09862262 , 0
 18, True, 0.08937 , 0
 19, True, 0.09105138 , 0
 20, True, 0.08213605 , 0
 21, True, 0.08850621 , 0
 22, True, 0.1054813 , 0
 23, True, 0.1247572 , 0
 24, True, 0.1380829 , 0
 25, True, 0.09337817 , 0
 26, True, 0.1088678 , 0
 27, True, 0.1309463 , 0
 28, True, 0.147014 , 0
 29, True, 0.144786 , 0
 30, True, 0.1548793 , 0
 31, True, 0.1526251 , 0
 32, True, 0.159957 , 0
 33, True, 0.1410808 , 0
 34, True, 0.1517239 , 0
 35, True, 0.1862887 , 0
 36, True, 0.1986497 , 0
 37, True, 0.2569003 , 0
 38, True, 0.3024353 , 0
 39, True, 0.2887572 , 0
 40, True, 0.3568936 , 0
 39, False, 0.3376288 , 1
 38, False, 0.2036566 , 1
 37, False, 0.2352921 , 1
 36, False, 0.199707 , 1
 35, False, 0.1967581 , 1
 34, False, 0.2157297 , 1
 33, False, 0.2522321 , 1
 32, False, 0.2418176 , 1
 31, False, 0.2344855 , 1
 30, False, 0.2294763 , 1
 29, False, 0.2337044 , 1
 28, False, 0.2446302 , 1
 27, False, 0.2568625 , 1
 26, False, 0.2540472 , 1
 25, False, 0.2585345 , 1
 24, False, 0.2515742 , 1
 23, False, 0.2517731 , 1
 22, False, 0.2586845 , 1
 21, False, 0.2624265 , 1
 20, False, 0.2655147 , 1
 19, False, 0.2425219 , 1
 18, False, 0.2322859 , 1
 17, False, 0.2309327 , 1
 16, False, 0.2271479 , 1
 15, False, 0.222426 , 1
 14, False, 0.2197031 , 1
 13, False, 0.2160145 , 1
 12, False, 0.2163741 , 1
 11, False, 0.2291233 , 1
 10, False, 0.2207024 , 1
 9, False, 0.2191775 , 1
 8, False, 0.2141328 , 1
 7, False, 0.2053767 , 1
 6, False, 0.2136381 , 1
 5, False, 0.2167122 , 1
 4, False, 0.2262473 , 1
 3, False, 0.2255461 , 1
 2, False, 0.2272572 , 1
 1, False, 0.2133397 , 1
 0, False, 0.2102376 , 1
 1, True, 0.2184257 , 1
 2, True, 0.3446736 , 1
 3, True, 0.3250021 , 1
 4, True, 0.2502968 , 1
 5, True, 0.2565816 , 1
 6, True, 0.3477454 , 1
 7, True, 0.302985 , 1
 8, True, 0.273195 , 1
 9, True, 0.262206 , 1
 10, True, 0.2384677 , 1
 11, True, 0.2303497 , 1
 12, True, 0.2333457 , 1
 13, True, 0.2541908 , 1
 14, True, 0.2509279 , 1
 15, True, 0.239658 , 1
 16, True, 0.2412379 , 1
 17, True, 0.2399277 , 1
 18, True, 0.2310604 , 1
 19, True, 0.2354448 , 1
 20, True, 0.239345 , 1
 21, True, 0.2442521 , 1
 22, True, 0.2592885 , 1
 23, True, 0.2524644 , 1
 24, True, 0.2646309 , 1
 25, True, 0.2405361 , 1
 26, True, 0.2343425 , 1
 27, True, 0.2410444 , 1
 28, True, 0.2379796 , 1
 29, True, 0.2450767 , 1
 30, True, 0.2274843 , 1
 31, True, 0.2225044 , 1
 32, True, 0.2227277 , 1
 33, True, 0.2211345 , 1
 34, True, 0.2406707 , 1
 35, True, 0.2498411 , 1
 36, True, 0.2612681 , 1
 37, True, 0.2541481 , 1
 38, True, 0.2164924 , 1
 39, True, 0.2773892 , 1
 40, True, 0.2770389 , 1
 39, False, 0.1993394 , 2
 38, False, 0.2228044 , 2
 37, False, 0.1911552 , 2
 36, False, 0.1877255 , 2
 35, False, 0.2191058 , 2
 34, False, 0.2282272 , 2
 33, False, 0.2192622 , 2
 32, False, 0.2225934 , 2
 31, False, 0.2199955 , 2
 30, False, 0.2322221 , 2
 29, False, 0.2469061 , 2
 28, False, 0.2606943 , 2
 27, False, 0.2774346 , 2
 26, False, 0.2668311 , 2
 25, False, 0.2718335 , 2
 24, False, 0.2715983 , 2
 23, False, 0.2761446 , 2
 22, False, 0.2885206 , 2
 21, False, 0.2813376 , 2
 20, False, 0.2931756 , 2
 19, False, 0.2828465 , 2
 18, False, 0.2691729 , 2
 17, False, 0.2663755 , 2
 16, False, 0.2736872 , 2
 15, False, 0.2847714 , 2
 14, False, 0.2771668 , 2
 13, False, 0.2729766 , 2
 12, False, 0.2754791 , 2
 11, False, 0.2815938 , 2
 10, False, 0.2680299 , 2
 9, False, 0.2588751 , 2
 8, False, 0.2642629 , 2
 7, False, 0.2649504 , 2
